YrEPCashSysBLPLSE,Year,Yr,YrsInOrg,Entry Point,EP,Block,BL,System,Sys, Plot,Location,PLLoc,SpringCoverCrop,CashCrop,CC,FallCoverCrop,TillageTreatment,CurrentTillage,Num_SoilDisturb,Num_SoilAboveDisturb,Num_DaysSinceLastDisturb_Placement,Num_DaysSinceLastDisturb_Collection,Num_DaysSincePlant_Placement,Num_DaysSincePlant_Collection,Total_NumofDisturb,SDR,CurrentCrop ,Num_SampleEvents,SentSample event,SE_Timing,Placement_Date,Collection_Date, Plot,Location,Intact,Chewed,Eaten,Missing,Total,MatricPotential,Gravimetric,WaxwormRotten,WaxwormTotal ,WaxwormTotal_Infected,Percent_Waxworm_Infect,MealwormTotal ,MealwormTotal_Infect,Perc_Meal_Infect,barpH,barEC,ActiveCmg/kg,SoilStandardAbsorbance,SoultionStandardAbsorbance,y-intercept,slope,ActiveC/mg/kgLEWIS, Plot,SampleDateCheck,Plot Number Check,aalpH,P,K,Mg,Ca,CEC,%CECK,%CECMg,%CECCa,zinc,copper,sulfur,OrganicMatterPerc,salts,SandPerc,SiltPerc,ClayPerc
Yr3EP2SoybeanSys1BL3PL323-1Post Plant,2023,Yr3,10,2,EP2,3,BL3,1,Sys1,323,1,PL323-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,9,1,9,10,22,23,10,152,Soybean,1,SE1,Post Plant,6/29/2023,6/30/2023,323,1,4,4,2,0,10,1.3,0.24,12,15,3,20,15,1,6.67,7.28,77.4,335.53,0.314,0.817,-0.001,0.023,0.31,323,6/29/2023,323,6.75,9,74,211,1134.7,9.6,2,18.3,59,1.5,3.4,7.8,1.77,0.13,24.8,42.1,33.1
Yr3EP2SoybeanSys2BL3PL324-1Post Plant,2023,Yr3,10,2,EP2,3,BL3,2,Sys2,324,1,PL324-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,10,1,9,10,22,23,11,191,Soybean,1,SE1,Post Plant,6/29/2023,6/30/2023,324,1,4,4,2,0,10,3.1,0.24,12,15,2,13.33,15,3,20,7.58,78.69,330.19,0.365,0.874,-0.001,0.023,0.33,324,6/29/2023,324,6.21,18,95,113,936.9,8.1,3,11.7,58.1,1.5,1.5,9.6,1.78,0.2,23.4,46.8,29.8
Yr3EP2SoybeanSys3BL4PL431-1Post Plant,2023,Yr3,10,2,EP2,4,BL4,3,Sys3,431,1,PL431-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,1,1,36,37,36,37,2,9,Soybean,1,SE1,Post Plant,6/29/2023,6/30/2023,431,1,4,0,6,0,10,3.7,0.22,13,15,2,13.33,15,2,13.33,7.89,61.29,349.49,0.316,0.858,-0.001,0.023,0.31,431,6/29/2023,431,6.28,32,102,126,1106.4,9.6,2.7,10.9,57.4,1.8,2.4,9.9,2.2,0.22,23.9,40.7,35.4
Yr3EP2SoybeanSys1BL4PL432-1Post Plant,2023,Yr3,10,2,EP2,4,BL4,1,Sys1,432,1,PL432-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,9,1,9,10,22,23,10,152,Soybean,1,SE1,Post Plant,6/29/2023,6/30/2023,432,1,5,3,2,0,10,1.8,0.25,7,15,8,53.33,14,0,0,7.31,91.75,316.64,0.321,0.893,-0.001,0.023,0.37,432,6/29/2023,432,6.52,19,99,99,929.1,7.9,3.2,10.4,58.6,1.4,1.1,7.9,1.99,0.1,21.8,43.4,34.7
Yr3EP2SoybeanSys2BL4PL433-1Post Plant,2023,Yr3,10,2,EP2,4,BL4,2,Sys2,433,1,PL433-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,10,1,9,10,22,23,11,191,Soybean,1,SE1,Post Plant,6/29/2023,6/30/2023,433,1,4,5,1,0,10,4.4,0.23,8,15,7,46.67,15,0,0,7.35,66.35,317.08,0.385,0.949,-0.001,0.023,0.34,433,6/29/2023,433,6.35,19,92,125,1081.3,8.9,2.7,11.7,60.9,2.1,2.3,9.9,2.09,0.21,26.4,43.9,29.8
Yr3EP1Alfalfa/OrchardgrassSys4BL1PL113-1Late Summer,2023,Yr3,10,1,EP1,1,BL1,4,Sys4,113,1,PL113-1,Oat ,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,6,6,157,158,157,158,12,115,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,113,1,0,0,10,0,10,16,0.21,4,15,2,13.33,15,4,26.67,6.52,64.9,306.95,0.335,1.068,-0.002,0.025,0.40,113,9/15/2023,113,6.8,14,77,142,1279.1,7.8,2.5,15.2,82.2,1.4,3.9,7.4,2.25,0.08,25.2,43.7,31.1
Yr3EP2Alfalfa/OrchardgrassSys4BL1PL123-1Late Summer,2023,Yr3,10,2,EP2,1,BL1,4,Sys4,123,1,PL123-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,6,519,520,519,520,6,27,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,123,1,3,2,5,0,10,13,0.21,7,14,5,35.71,15,2,13.33,6.1,68.6,364.5,0.271,0.772,0,0.023,0.31,123,9/15/2023,123,6.42,8,88,175,1368.9,11.3,2,12.9,60.4,1.1,3.3,7.1,2.21,0.08,18.4,44.4,37.2
Yr3EP1Alfalfa/OrchardgrassSys4BL2PL213-1Late Summer,2023,Yr3,10,1,EP1,2,BL2,4,Sys4,213,1,PL213-1,Oat ,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,6,6,157,158,157,158,12,115,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,213,1,5,1,4,0,10,20,0.19,5,13,1,7.69,15,4,26.67,6.69,56.4,231.3,0.335,1.068,-0.002,0.025,0.34,213,9/15/2023,213,6.68,10,81,201,1341.7,10.6,2,15.8,63.3,1.3,3.5,6.4,2.18,0.07,27,36.4,36.6
Yr3EP2Alfalfa/OrchardgrassSys4BL2PL223-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,4,Sys4,223,1,PL223-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,6,519,520,519,520,6,27,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,223,1,2,4,4,0,10,7,0.21,8,15,0,0,15,3,20,6.44,72.1,316.8,0.271,0.772,0,0.023,0.36,223,9/15/2023,223,6.36,10,69,157,1222.6,9.8,1.8,13.4,62.4,1.1,3.2,6.7,1.97,0.09,25.2,41,33.9
Yr3EP2Alfalfa/OrchardgrassSys4BL3PL321-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,4,Sys4,321,1,PL321-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,6,519,520,519,520,6,27,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,321,1,8,1,1,0,10,15,0.21,3,14,0,0,15,7,46.67,6.33,51.8,236.57,0.335,1.068,-0.002,0.025,0.20,321,9/15/2023,321,6.4,12,85,115,1028.8,9.1,2.4,10.5,56.4,1,2.5,6.6,1.9,0.06,31.1,32.8,36.2
Yr3EP1Alfalfa/OrchardgrassSys4BL3PL332-1Late Summer,2023,Yr3,10,1,EP1,3,BL3,4,Sys4,332,1,PL332-1,Oat ,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,6,6,157,158,157,158,12,115,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,332,1,4,2,4,0,10,13,0.16,11,15,3,20,15,2,13.33,6.47,44.1,324.12,0.348,0.748,-0.002,0.025,0.24,332,9/15/2023,332,6.4,13,76,99,823.6,7.3,2.7,11.2,56.1,1.1,1.2,6.8,1.5,0.04,44.1,23.4,32.4
Yr3EP1Alfalfa/OrchardgrassSys4BL4PL422-1Late Summer,2023,Yr3,10,1,EP1,4,BL4,4,Sys4,422,1,PL422-1,Oat ,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,6,6,157,158,157,158,12,115,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,422,1,3,1,6,0,10,15,0.22,7,15,7,46.67,15,14,93.33,6.33,61.6,370,0.348,0.748,-0.002,0.025,0.32,422,9/15/2023,422,6.6,18,92,106,1024.7,8.4,2.8,10.5,60.7,1.5,1.1,6.9,1.93,0.07,18,47.1,34.9
Yr3EP2Alfalfa/OrchardgrassSys4BL4PL434-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,4,Sys4,434,1,PL434-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,6,519,520,519,520,6,27,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,434,1,3,4,3,0,10,21,0.21,7,15,6,40,15,7,46.67,6.21,80.8,221.75,0.335,1.068,-0.002,0.025,0.30,434,9/15/2023,434,6.4,28,88,93,949,8.5,2.6,9.1,55.5,1.6,1,8.3,2.21,0.08,21.9,45.7,32.4
Yr3EP1CornSys1BL1PL111-1Late Summer,2023,Yr3,10,1,EP1,1,BL1,1,Sys1,111,1,PL111-1,Red Clover/Cereal Rye,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,13,2,23,24,99,100,15,235,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,111,1,9,1,0,0,10,9.3,0.22,7,14,4,28.57,15,6,40,6.07,80.2,380.92,0.282,0.937,-0.002,0.025,0.40,111,9/15/2023,111,6.59,11,96,188,1498,11.5,2.1,13.6,65.1,1.6,4.4,8,2.48,0.08,24,41.2,34.8
Yr3EP1CornSys2BL1PL112-1Late Summer,2023,Yr3,10,1,EP1,1,BL1,2,Sys2,112,1,PL112-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,12,2,23,24,99,100,14,256,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,112,1,8,2,0,0,10,9,0.22,8,15,4,26.67,14,3,21.43,6.5,83.7,423.87,0.334,0.907,0,0.023,0.44,112,9/15/2023,112,6.62,16,116,228,1398.7,11.2,2.7,17,62.5,1.8,3.5,7.6,2.33,0.09,18.5,44.7,36.8
Yr3EP1CornSys3BL1PL114-1Late Summer,2023,Yr3,10,1,EP1,1,BL1,3,Sys3,114,1,PL114-1,Red Clover/Cereal Rye,Corn,C,Cereal Rye,reduced,standard,12,2,23,24,99,100,14,217,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,114,1,9,1,0,0,10,11.5,0.23,8,15,3,20,15,10,66.67,6.55,88.4,341.27,0.348,0.748,-0.002,0.025,0.36,114,9/15/2023,114,6.79,9,115,244,1626.9,12.5,2.4,16.3,65.3,1.2,3.6,7,2.47,0.11,17.6,39.8,42.6
Yr3EP1CornSys1BL2PL211-1Late Summer,2023,Yr3,10,1,EP1,2,BL2,1,Sys1,211,1,PL211-1,Red Clover/Cereal Rye,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,13,2,23,24,99,100,15,235,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,211,1,6,4,0,0,10,11.3,0.2,10,15,1,6.67,15,6,40,6.47,67.5,333.13,0.282,0.937,-0.002,0.025,0.25,211,9/15/2023,211,6.5,11,96,146,1099.1,9,2.7,13.6,61.3,1.3,2.9,6.8,1.97,0.07,25.6,42.4,32
Yr3EP1CornSys2BL2PL212-1Late Summer,2023,Yr3,10,1,EP1,2,BL2,2,Sys2,212,1,PL212-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,12,2,23,24,99,100,14,256,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,212,1,7,2,1,0,10,12.8,0.21,6,15,0,0,16,2,12.5,6.48,60.3,351.71,0.271,0.772,0,0.023,0.40,212,9/15/2023,212,6.56,17,92,117,1034.3,8.6,2.7,11.4,60.3,1.6,3.2,7.6,2.11,0.06,26.5,43.8,29.7
Yr3EP1CornSys3BL2PL214-1Late Summer,2023,Yr3,10,1,EP1,2,BL2,3,Sys3,214,1,PL214-1,Red Clover/Cereal Rye,Corn,C,Cereal Rye,reduced,standard,12,2,23,24,99,100,14,217,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,214,1,8,2,0,0,10,8,0.22,7,15,2,13.33,15,5,33.33,6.47,62.5,303.3,0.334,0.907,0,0.023,0.31,214,9/15/2023,214,6.36,16,74,110,1131.3,9.6,2,9.6,59.2,1.4,3.4,8,2.08,0.09,25.6,44,30.4
Yr3EP1CornSys3BL3PL331-1Late Summer,2023,Yr3,10,1,EP1,3,BL3,3,Sys3,331,1,PL331-1,Red Clover/Cereal Rye,Corn,C,Cereal Rye,reduced,standard,12,2,23,24,99,100,14,217,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,331,1,6,4,0,0,10,13,0.19,4,15,11,73.33,15,15,100,7.18,103.7,243.09,0.334,0.907,0,0.023,0.32,331,9/15/2023,331,7.2,14,91,336,1433.9,10.2,2.3,27.4,70.3,1.6,3.6,6.8,1.86,0.09,33.4,29.4,37.2
Yr3EP1CornSys2BL3PL333-1Late Summer,2023,Yr3,10,1,EP1,3,BL3,2,Sys2,333,1,PL333-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,12,2,23,24,99,100,14,256,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,333,1,8,2,0,0,10,14,0.17,11,15,4,26.67,15,7,46.67,6.73,58.9,273.34,0.244,0.731,0,0.023,0.22,333,9/15/2023,333,6.9,8,68,242,1305.5,8.7,2,23.1,74.9,1.7,4.1,7.1,1.78,0.07,32,36.9,31.1
Yr3EP1CornSys1BL3PL334-1Late Summer,2023,Yr3,10,1,EP1,3,BL3,1,Sys1,334,1,PL334-1,Red Clover/Cereal Rye,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,13,2,23,24,99,100,15,235,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,334,1,8,2,0,0,10,7,0.18,8,15,7,46.67,15,6,40,6.42,61.1,404.62,0.334,0.907,0,0.023,0.24,334,9/15/2023,334,6.4,15,66,116,979,8.2,2.1,11.7,59.5,1.5,1.4,8.2,1.68,0.07,31.7,42.4,25.9
Yr3EP1CornSys3BL4PL421-1Late Summer,2023,Yr3,10,1,EP1,4,BL4,3,Sys3,421,1,PL421-1,Red Clover/Cereal Rye,Corn,C,Cereal Rye,reduced,standard,12,2,23,24,99,100,14,217,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,421,1,8,2,0,0,10,8,0.24,9,15,5,33.33,15,8,53.33,6.23,84.9,337.7,0.334,0.907,0,0.023,0.33,421,9/15/2023,421,6.5,17,73,110,979.8,9.4,2,9.7,52.1,1.7,2,8.7,2.09,0.09,19.1,49.7,31.2
Yr3EP1CornSys2BL4PL423-1Late Summer,2023,Yr3,10,1,EP1,4,BL4,2,Sys2,423,1,PL423-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,12,2,23,24,99,100,14,256,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,423,1,5,1,4,0,10,13,0.22,9,15,1,6.67,15,8,53.33,6.43,76.7,314.11,0.244,0.731,0,0.023,0.27,423,9/15/2023,423,6.5,19,78,127,1223.4,10.2,2,10.4,60.1,2.2,2.8,8.2,2.3,0.08,16.8,52.3,30.9
Yr3EP1CornSys1BL4PL424-1Late Summer,2023,Yr3,10,1,EP1,4,BL4,1,Sys1,424,1,PL424-1,Red Clover/Cereal Rye,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,13,2,23,24,99,100,15,235,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,424,1,9,1,0,0,10,22,0.22,7,15,4,26.67,15,14,93.33,6.27,72.4,319.34,0.282,0.937,-0.002,0.025,0.30,424,9/15/2023,424,6.5,25,71,86,910.4,8.3,2.2,8.7,55.2,1.4,1,8.1,1.92,0.08,16.4,49.1,34.6
Yr3EP2SoybeanSys1BL1PL121-1Late Summer,2023,Yr3,10,2,EP2,1,BL1,1,Sys1,121,1,PL121-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,121,1,6,4,0,0,10,12.5,0.22,6,13,6,46.15,15,14,93.33,6.42,60.9,388.27,0.334,0.907,0,0.023,0.24,121,9/15/2023,121,6.52,10,102,149,1201.2,9.7,2.7,12.8,61.9,1.1,2.9,6.2,2.22,0.07,20.6,40.6,38.9
Yr3EP2SoybeanSys2BL1PL122-1Late Summer,2023,Yr3,10,2,EP2,1,BL1,2,Sys2,122,1,PL122-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,122,1,4,0,6,0,10,26,0.22,3,15,6,40,15,8,53.33,6.07,92.1,235.8,0.335,1.068,-0.002,0.025,0.37,122,9/15/2023,122,6.27,21,116,109,1173.3,10.5,2.8,8.7,56,1.6,3.4,7.9,2.54,0.09,21.7,47.7,30.5
Yr3EP2SoybeanSys3BL1PL124-1Late Summer,2023,Yr3,10,2,EP2,1,BL1,3,Sys3,124,1,PL124-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,124,1,1,4,5,0,10,13.5,0.24,13,14,1,7.14,15,12,46.67,6.18,71.1,352.6,0.244,0.731,0,0.023,0.36,124,9/15/2023,124,6.37,18,70,92,833,7.9,2.3,9.7,52.6,1.4,2.5,6.9,2.21,0.08,22.1,46,31.8
Yr3EP2SoybeanSys1BL2PL221-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,1,Sys1,221,1,PL221-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,221,1,6,3,1,0,10,13,0.19,15,15,0,0,15,8,53.33,6.4,66.4,291.08,0.348,0.748,-0.002,0.025,0.29,221,9/15/2023,221,6.12,16,74,109,1059.1,9.2,2.1,9.9,57.6,1.2,3.5,8,1.84,0.1,29,36.3,34.7
Yr3EP2SoybeanSys3BL2PL222-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,3,Sys3,222,1,PL222-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,222,1,4,1,5,0,10,13,0.21,4,15,3,20,15,0,0,6.53,67.6,361.79,0.244,0.731,0,0.023,0.19,222,9/15/2023,222,6.47,11,88,141,1234.7,9.6,2.4,12.3,64.5,1.1,2.7,6.3,1.83,0.07,22.1,36.1,41.8
Yr3EP2SoybeanSys2BL2PL224-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,2,Sys2,224,1,PL224-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,224,1,6,2,1,1,10,27,0.2,10,15,0,0,15,3,20,6.5,54.5,285.83,0.335,1.068,-0.002,0.025,0.30,224,9/15/2023,224,6.45,16,78,147,1228.4,9.8,2,12.5,62.9,1.5,3.4,7.2,2.08,0.08,24.1,39.7,36.2
Yr3EP2SoybeanSys3BL3PL322-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,3,Sys3,322,1,PL322-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,322,1,2,4,4,0,10,5.3,0.24,6,13,5,38.46,14,7,50,6.22,56.7,304.13,0.271,0.772,0,0.023,0.31,322,9/15/2023,322,6.4,18,94,108,983.3,8.9,2.7,10.2,55.5,1.5,1.1,7.1,1.93,0.07,19.6,43.7,36.7
Yr3EP2SoybeanSys1BL3PL323-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,1,Sys1,323,1,PL323-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,323,1,7,2,1,0,10,37,0.19,9,15,1,6.67,15,9,60,6.29,44.8,336.28,0.282,0.937,-0.002,0.025,0.28,323,9/15/2023,323,6.5,19,72,103,896.1,8.3,2.2,10.3,53.8,1.2,3.2,6.7,1.66,0.05,22.7,43,34.3
Yr3EP2SoybeanSys2BL3PL324-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,2,Sys2,324,1,PL324-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,324,1,7,3,0,0,10,11,0.22,6,15,8,53.33,15,1,6.67,6.35,62.4,250.08,0.335,1.068,-0.002,0.025,0.40,324,9/15/2023,324,6.5,25,78,107,963.9,8.1,2.5,11,59.4,1.8,1.3,7,1.86,0.06,21.7,46.9,31.4
Yr3EP2SoybeanSys3BL4PL431-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,3,Sys3,431,1,PL431-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,431,1,3,5,2,0,10,9.5,0.22,6,15,9,60,15,8,53.33,6.21,72.8,304.28,0.348,0.748,-0.002,0.025,0.38,431,9/15/2023,431,6.4,12,95,113,1072.2,9.3,2.6,10.1,57.4,1.4,1.9,9.9,2.12,0.07,22.8,43.5,33.7
Yr3EP2SoybeanSys1BL4PL432-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,1,Sys1,432,1,PL432-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,432,1,6,4,0,0,10,15,0.22,2,15,8,53.33,15,11,73.33,6.31,66.6,310.17,0.271,0.772,0,0.023,0.20,432,9/15/2023,432,6.5,27,92,104,1027.7,8.4,2.8,10.3,60.9,1.7,1.2,7.2,2.07,0.07,21.2,45.9,32.8
Yr3EP2SoybeanSys2BL4PL433-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,2,Sys2,433,1,PL433-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,433,1,6,3,1,0,10,19,0.2,7,15,8,53.33,15,12,80,6.22,70.6,221.75,0.335,1.068,-0.002,0.025,0.29,433,9/15/2023,433,6.4,23,91,101,1061.2,9.2,2.5,9.2,57.8,1.7,2.7,7.5,2.18,0.08,24,43.9,32.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
