YrEPCashSysBLPLSE,Year,Yr,YrsInOrg,Entry Point,EP,Block,BL,System,Sys, Plot,Location,PLLoc,SpringCoverCrop,CashCrop,CC,FallCoverCrop,TillageTreatment,CurrentTillage,Num_SoilDisturb,Num_SoilAboveDisturb,Num_DaysSinceLastDisturb_Placement,Num_DaysSinceLastDisturb_Collection,Num_DaysSincePlant_Placement,Num_DaysSincePlant_Collection,Total_NumofDisturb,SDR,CurrentCrop ,Num_SampleEvents,SentSample event,SE_Timing,Placement_Date,Collection_Date, Plot,Location,Intact,Chewed,Eaten,Missing,Total
Yr2EP2CornSys1BL1PL121-1Post Plant,2022,Yr2,9,2,EP2,1,BL1,1,Sys1,121,1,PL121-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,10,2,24,25,4,5,12,162,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,121,1,6,4,0,0,10
Yr2EP2CornSys1BL2PL221-1Post Plant,2022,Yr2,9,2,EP2,2,BL2,1,Sys1,221,1,PL221-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,10,2,24,25,4,5,12,162,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,221,1,0,2,8,0,10
Yr2EP2CornSys1BL3PL323-1Post Plant,2022,Yr2,9,2,EP2,3,BL3,1,Sys1,323,1,PL323-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,10,2,24,25,4,5,12,162,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,323,1,10,0,0,0,10
Yr2EP2CornSys1BL4PL432-1Post Plant,2022,Yr2,9,2,EP2,4,BL4,1,Sys1,432,1,PL432-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,10,2,24,25,4,5,12,162,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,432,1,4,6,0,0,10
Yr2EP2CornSys2BL1PL122-1Post Plant,2022,Yr2,9,2,EP2,1,BL1,2,Sys2,122,1,PL122-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,10,1,24,25,4,5,11,159,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,122,1,2,7,1,0,10
Yr2EP2CornSys2BL2PL224-1Post Plant,2022,Yr2,9,2,EP2,2,BL2,2,Sys2,224,1,PL224-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,perennial,10,1,24,25,4,5,11,159,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,224,1,7,3,0,0,10
Yr2EP2CornSys2BL3PL324-1Post Plant,2022,Yr2,9,2,EP2,3,BL3,2,Sys2,324,1,PL324-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,perennial,10,1,24,25,4,5,11,159,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,324,1,7,3,0,0,10
Yr2EP2CornSys2BL4PL433-1Post Plant,2022,Yr2,9,2,EP2,4,BL4,2,Sys2,433,1,PL433-1,Oat/Pea/Radish,Corn,C,Cereal Rye,perennial,perennial,10,1,24,25,4,5,11,159,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,433,1,4,6,0,0,10
Yr2EP2CornSys3BL1PL124-1Post Plant,2022,Yr2,9,2,EP2,1,BL1,3,Sys3,124,1,PL124-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,10,2,24,25,4,5,12,162,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,124,1,9,1,0,0,10
Yr2EP2CornSys3BL2PL222-1Post Plant,2022,Yr2,9,2,EP2,2,BL2,3,Sys3,222,1,PL222-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,10,2,24,25,4,5,12,162,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,222,1,8,2,0,0,10
Yr2EP2CornSys3BL3PL322-1Post Plant,2022,Yr2,9,2,EP2,3,BL3,3,Sys3,322,1,PL322-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,10,2,24,25,4,5,12,162,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,322,1,7,3,0,0,10
Yr2EP2CornSys3BL4PL431-1Post Plant,2022,Yr2,9,2,EP2,4,BL4,3,Sys3,431,1,PL431-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,10,2,24,25,4,5,12,162,Corn,1,SE1,Post Plant,6/24/2022,6/25/2022,431,1,7,3,0,0,10
Yr2EP3Alfalfa/OrchardgrassSys4BL1PL133-1Post Plant,2022,Yr2,9,3,EP3,1,BL1,4,Sys4,133,1,PL133-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,3,443,444,443,444,3,9,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/24/2022,6/25/2022,133,1,4,6,0,0,10
Yr2EP3Alfalfa/OrchardgrassSys4BL2PL231-1Post Plant,2022,Yr2,9,3,EP3,2,BL2,4,Sys4,231,1,PL231-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,3,443,444,443,444,3,9,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/24/2022,6/25/2022,231,1,5,4,1,0,10
Yr2EP3Alfalfa/OrchardgrassSys4BL3PL311-1Post Plant,2022,Yr2,9,3,EP3,3,BL3,4,Sys4,311,1,PL311-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,3,443,444,443,444,3,9,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/24/2022,6/25/2022,311,1,0,8,2,0,10
Yr2EP3Alfalfa/OrchardgrassSys4BL4PL411-1Post Plant,2022,Yr2,9,3,EP3,4,BL4,4,Sys4,411,1,PL411-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,3,443,444,443,444,3,9,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/24/2022,6/25/2022,411,1,0,8,2,0,10
Yr2EP3SoybeanSys1BL1PL131-1Post Plant,2022,Yr2,9,3,EP3,1,BL1,1,Sys1,131,1,PL131-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,11,0,4,5,24,25,11,157,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,131,1,7,3,0,0,10
Yr2EP3SoybeanSys1BL2PL233-1Post Plant,2022,Yr2,9,3,EP3,2,BL2,1,Sys1,233,1,PL233-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,11,0,4,5,24,25,11,157,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,233,1,1,9,0,0,10
Yr2EP3SoybeanSys1BL3PL313-1Post Plant,2022,Yr2,9,3,EP3,3,BL3,1,Sys1,313,1,PL313-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,11,0,4,5,24,25,11,157,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,313,1,2,8,0,0,10
Yr2EP3SoybeanSys1BL4PL413-1Post Plant,2022,Yr2,9,3,EP3,4,BL4,1,Sys1,413,1,PL413-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,11,0,4,5,24,25,11,157,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,413,1,0,9,1,0,10
Yr2EP3SoybeanSys2BL1PL132-1Post Plant,2022,Yr2,9,3,EP3,1,BL1,2,Sys2,132,1,PL132-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,11,0,4,5,24,25,11,157,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,132,1,1,8,1,0,10
Yr2EP3SoybeanSys2BL2PL232-1Post Plant,2022,Yr2,9,3,EP3,2,BL2,2,Sys2,232,1,PL232-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,11,0,4,5,24,25,11,157,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,232,1,0,6,4,0,10
Yr2EP3SoybeanSys2BL3PL312-1Post Plant,2022,Yr2,9,3,EP3,3,BL3,2,Sys2,312,1,PL312-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,11,0,4,5,24,25,11,157,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,312,1,6,4,0,0,10
Yr2EP3SoybeanSys2BL4PL412-1Post Plant,2022,Yr2,9,3,EP3,4,BL4,2,Sys2,412,1,PL412-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,11,0,4,5,24,25,11,157,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,412,1,0,5,5,0,10
Yr2EP3SoybeanSys3BL1PL134-1Post Plant,2022,Yr2,9,3,EP3,1,BL1,3,Sys3,134,1,PL134-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,1,1,30,31,30,31,2,9,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,134,1,4,6,0,0,10
Yr2EP3SoybeanSys3BL2PL234-1Post Plant,2022,Yr2,9,3,EP3,2,BL2,3,Sys3,234,1,PL234-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,1,1,30,31,30,31,2,9,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,234,1,0,7,3,0,10
Yr2EP3SoybeanSys3BL3PL314-1Post Plant,2022,Yr2,9,3,EP3,3,BL3,3,Sys3,314,1,PL314-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,1,1,30,31,30,31,2,9,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,314,1,0,9,1,0,10
Yr2EP3SoybeanSys3BL4PL414-1Post Plant,2022,Yr2,9,3,EP3,4,BL4,3,Sys3,414,1,PL414-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,1,1,30,31,30,31,2,9,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,414,1,0,6,4,0,10
Yr2EP2Alfalfa/OrchardgrassSys4BL1PL123-1Late Summer,2022,Yr2,9,2,EP2,1,BL1,4,Sys4,123,1,PL123-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,5,7,167,168,167,168,12,93,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,123,1,7,2,1,0,10
Yr2EP2Alfalfa/OrchardgrassSys4BL2PL223-1Late Summer,2022,Yr2,9,2,EP2,2,BL2,4,Sys4,223,1,PL223-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,5,7,167,168,167,168,12,93,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,223,1,3,7,0,0,10
Yr2EP2Alfalfa/OrchardgrassSys4BL3PL321-1Late Summer,2022,Yr2,9,2,EP2,3,BL3,4,Sys4,321,1,PL321-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,5,7,167,168,167,168,12,93,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,321,1,5,5,0,0,10
Yr2EP2Alfalfa/OrchardgrassSys4BL4PL434-1Late Summer,2022,Yr2,9,2,EP2,4,BL4,4,Sys4,434,1,PL434-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,5,7,167,168,167,168,12,93,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,434,1,5,4,1,0,10
Yr2EP2CornSys1BL1PL121-1Late Summer,2022,Yr2,9,2,EP2,1,BL1,1,Sys1,121,1,PL121-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,12,2,84,85,119,120,14,200,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,121,1,3,7,0,0,10
Yr2EP2CornSys1BL2PL221-1Late Summer,2022,Yr2,9,2,EP2,2,BL2,1,Sys1,221,1,PL221-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,12,2,84,85,119,120,14,200,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,221,1,3,3,4,0,10
Yr2EP2CornSys1BL3PL323-1Late Summer,2022,Yr2,9,2,EP2,3,BL3,1,Sys1,323,1,PL323-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,12,2,84,85,119,120,14,200,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,323,1,6,3,1,0,10
Yr2EP2CornSys1BL4PL432-1Late Summer,2022,Yr2,9,2,EP2,4,BL4,1,Sys1,432,1,PL432-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,12,2,84,85,119,120,14,200,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,432,1,7,3,0,0,10
Yr2EP2CornSys2BL1PL122-1Late Summer,2022,Yr2,9,2,EP2,1,BL1,2,Sys2,122,1,PL122-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,11,1,91,92,119,120,12,179,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,122,1,7,3,0,0,10
Yr2EP2CornSys2BL2PL224-1Late Summer,2022,Yr2,9,2,EP2,2,BL2,2,Sys2,224,1,PL224-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,11,1,91,92,119,120,12,179,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,224,1,6,4,0,0,10
Yr2EP2CornSys2BL3PL324-1Late Summer,2022,Yr2,9,2,EP2,3,BL3,2,Sys2,324,1,PL324-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,11,1,91,92,119,120,12,179,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,324,1,6,3,1,0,10
Yr2EP2CornSys2BL4PL433-1Late Summer,2022,Yr2,9,2,EP2,4,BL4,2,Sys2,433,1,PL433-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,11,1,91,92,119,120,12,179,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,433,1,6,3,1,0,10
Yr2EP2CornSys3BL1PL124-1Late Summer,2022,Yr2,9,2,EP2,1,BL1,3,Sys3,124,1,PL124-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,11,2,91,92,119,120,13,183,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,124,1,3,6,1,0,10
Yr2EP2CornSys3BL2PL222-1Late Summer,2022,Yr2,9,2,EP2,2,BL2,3,Sys3,222,1,PL222-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,11,2,91,92,119,120,13,183,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,222,1,9,1,0,0,10
Yr2EP2CornSys3BL3PL322-1Late Summer,2022,Yr2,9,2,EP2,3,BL3,3,Sys3,322,1,PL322-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,11,2,91,92,119,120,13,183,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,322,1,8,2,0,0,10
Yr2EP2CornSys3BL4PL431-1Late Summer,2022,Yr2,9,2,EP2,4,BL4,3,Sys3,431,1,PL431-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,11,2,91,92,119,120,13,183,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,431,1,2,8,0,0,10
Yr2EP3Alfalfa/OrchardgrassSys4BL1PL133-1Late Summer,2022,Yr2,9,3,EP3,1,BL1,4,Sys4,133,1,PL133-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,10,538,539,538,539,10,30,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,133,1,7,3,0,0,10
Yr2EP3Alfalfa/OrchardgrassSys4BL2PL231-1Late Summer,2022,Yr2,9,3,EP3,2,BL2,4,Sys4,231,1,PL231-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,10,538,539,538,539,10,30,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,231,1,10,0,0,0,10
Yr2EP3Alfalfa/OrchardgrassSys4BL3PL311-1Late Summer,2022,Yr2,9,3,EP3,3,BL3,4,Sys4,311,1,PL311-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,10,538,539,538,539,10,30,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,311,1,9,1,0,0,10
Yr2EP3Alfalfa/OrchardgrassSys4BL4PL411-1Late Summer,2022,Yr2,9,3,EP3,4,BL4,4,Sys4,411,1,PL411-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,10,538,539,538,539,10,30,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,411,1,10,0,0,0,10
Yr2EP3SoybeanSys1BL1PL131-1Late Summer,2022,Yr2,9,3,EP3,1,BL1,1,Sys1,131,1,PL131-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,131,1,2,8,0,0,10
Yr2EP3SoybeanSys1BL2PL233-1Late Summer,2022,Yr2,9,3,EP3,2,BL2,1,Sys1,233,1,PL233-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,233,1,8,2,0,0,10
Yr2EP3SoybeanSys1BL3PL313-1Late Summer,2022,Yr2,9,3,EP3,3,BL3,1,Sys1,313,1,PL313-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,313,1,8,2,0,0,10
Yr2EP3SoybeanSys1BL4PL413-1Late Summer,2022,Yr2,9,3,EP3,4,BL4,1,Sys1,413,1,PL413-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,413,1,6,4,0,0,10
Yr2EP3SoybeanSys2BL1PL132-1Late Summer,2022,Yr2,9,3,EP3,1,BL1,2,Sys2,132,1,PL132-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,132,1,6,4,0,0,10
Yr2EP3SoybeanSys2BL2PL232-1Late Summer,2022,Yr2,9,3,EP3,2,BL2,2,Sys2,232,1,PL232-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,232,1,9,1,0,0,10
Yr2EP3SoybeanSys2BL3PL312-1Late Summer,2022,Yr2,9,3,EP3,3,BL3,2,Sys2,312,1,PL312-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,312,1,5,5,0,0,10
Yr2EP3SoybeanSys2BL4PL412-1Late Summer,2022,Yr2,9,3,EP3,4,BL4,2,Sys2,412,1,PL412-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,412,1,6,4,0,0,10
Yr2EP3SoybeanSys3BL1PL134-1Late Summer,2022,Yr2,9,3,EP3,1,BL1,3,Sys3,134,1,PL134-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,3,1,76,77,125,126,4,41,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,134,1,6,4,0,0,10
Yr2EP3SoybeanSys3BL2PL234-1Late Summer,2022,Yr2,9,3,EP3,2,BL2,3,Sys3,234,1,PL234-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,3,1,76,77,125,126,4,41,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,234,1,9,1,0,0,10
Yr2EP3SoybeanSys3BL3PL314-1Late Summer,2022,Yr2,9,3,EP3,3,BL3,3,Sys3,314,1,PL314-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,3,1,76,77,125,126,4,41,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,314,1,5,2,3,0,10
Yr2EP3SoybeanSys3BL4PL414-1Late Summer,2022,Yr2,9,3,EP3,4,BL4,3,Sys3,414,1,PL414-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,3,1,76,77,125,126,4,41,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,414,1,5,3,2,0,10
Yr3EP1Alfalfa/OrchardgrassSys4BL1PL113-1Post Plant,2023,Yr3,10,1,EP1,1,BL1,4,Sys4,113,1,PL113-1,Oat ,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,6,0,80,81,80,81,6,97,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/29/2023,6/30/2023,113,1,3,6,1,0,10
